pmcid,methods_materials,definitions_diagnosis_ranges,clusion_criteria,formula,misc
PMC4209349,"All of these tests and their normal values have been used according to ADA recommendations (normal valsalva ratio >1.2, normal lying standing heart rate >1.04, normal R-R interval variation >15 bpm, normal postural hypotension <10 mm Hg, and normal sustained handgrip >16 mm Hg).",1,0,0,0
PMC4209349,These results were reported as either normal or abnormal.,0,0,0,0
PMC4209349,"The existence of CAN was based on the sum of the CAN test score (using Ewing methods).DPN was diagnosed by the clinical score (Michigan Neuropathy Screening Instrument questionnaire), TSS for pain, medical record review, electrophysiology study, or QST.",1,0,1,0
PMC4209349,"QST testing was performed using the device (TSH II; Medoc, Ramat Yishai, Israel).",0,0,0,1
PMC4209349,All participants of the DPN group had small or large fiber neuropathy at the QST examinations.,0,0,0,0
PMC4209349,"The TSS consisted of the frequency and intensity for pain, burning, paresthesia, and numbness.",1,0,0,0
PMC4209349,"All of the statistical analyses were performed using the SPSS version 18 (IBM Co., Armonk, NY, USA).",0,0,0,0
PMC4209349,"Continuous variables were described using the mean±standard error of the mean (SEM), and categorical variables were presented as percentages.",0,0,0,0
PMC4209349,The Mann-Whitney U test was used to compare between groups for variables with a skewed distribution.,0,0,0,0
PMC4209349,The Spearman correlation method was used to evaluate whether there was a significant correlation between variables.,0,0,0,0
PMC4209349,Receiver operating characteristic (ROC) curves were calculated to assess the SAS cutoff value.,0,0,1,0
PMC4209349,P values <0.05 were considered statistically significant for all calculations.,0,0,0,0
PMC5336751,"MethodsStudy designA single center, cross-sectional, retrospective, case-control study was conducted in a rheumatology outpatient clinic of a tertiary referral center.",0,0,0,0
PMC5336751,The study protocol was approved by the Research and Ethics Committees of Gülhane Medical Faculty.,0,0,0,0
PMC5336751,Signed informed consent was obtained from each participant before any study-related procedures were performed.,0,0,0,0
PMC5336751,PatientsA total of 104 subjects were consecutively enrolled in the study.,0,0,0,0
PMC5336751,"Thirty-five (5 females, 14%) of them were healthy controls.",0,0,0,0
PMC5336751,"Sixty-nine patients, of whom 11 (16%) were female, were patients with a diagnosis of FMF according to the Tel-Hashomer criteria (1).",0,0,0,0
PMC5336751,"Patients with other known inflammatory rheumatologic disease, atherosclerotic cardiovascular disease, hypertension and diabetes, those under the age of 18, or those refusing to participate in the study were excluded.",0,1,0,0
PMC5336751,"AssessmentsThe demographic parameters, anthropometric measurements, current presence of any attack, previous attack types, genetic mutations, daily colchicine dose, blood pressures, medications, and laboratory results of the participants were obtained.",0,0,0,0
PMC5336751,"The predominant attack type was recorded as peritonitis, pleuritis, arthritis, febrile myalgia, and erysipelas-like erythema.",0,0,0,0
PMC5336751,"Patients with evidence of any target organ damage from high blood pressure (BP), diabetes mellitus, cardiac disease, thyroid dysfunction, liver disease, renal failure, malignancy, and other chronic, infectious, and inflammatory diseases were excluded.",0,1,0,0
PMC5336751,The patients were rested for 10 min before BP was measured.,0,0,0,0
PMC5336751,The mean of two BP measurements was calculated.,0,0,0,0
PMC5336751,The mean arterial blood pressure was calculated according to the following formula: MAP=DBP+[(SBP–DBP)/3].,0,0,1,0
PMC5336751,"The complete blood count, ESR, renal and hepatic function tests, serum CRP, fibrinogen, electrolytes, serum lipid levels, urine protein, and thyroid hormones of the patient and control groups were recorded.",0,0,0,0
PMC5336751,"FMF patients had collected 24-h urine for protein measurement for routine control, and the results were recorded.",0,0,0,0
PMC5336751,Weight (kg) and height (cm) were obtained and BMI was calculated as body weight/height2 (kg/m2).,0,0,1,0
PMC5336751,Neutrophil/lymphocyte ratios were calculated by dividing the neutrophils by lymphocyte counts.,0,0,1,0
PMC5336751,"Arterial stiffness measurementsThe TensioMed device (TensoMed Ltd., Budapest-Hungary) was used for the measurement of arterial stiffness.",0,0,0,1
PMC5336751,"A rheumatologist examined all of the patients consecutively, and noted their demographic factors, physical findings, laboratory results, and the presence of attack.",0,0,0,0
PMC5336751,"Another physician performed the stiffness measurements, and was blind to the patients’ and controls’ diagnosis, attack-status, and other factors.",0,0,0,0
PMC5336751,"Systolic and diastolic blood pressures, arterial stiffness measurements, pulse wave velocity (PWV), aortic and brachial augmentation indexes (Aixao and Aixbr), central aortic pressure (CAP) analysis, and ankle-brachial index (ABI) measurements were made on the participants.",0,0,0,1
PMC5336751,"PWV, Aixao, Aixbr, and CAP analysisThe TensioMed arteriography measurement device reported the measurement results automatically.",0,0,0,1
PMC5336751,"Measurements were made after a 5-minute rest of the patient, without smoking or taking caffeinated beverages for at least the last 30 minutes.",0,0,0,1
PMC5336751,They were in the sitting position in a reserved quiet room.,0,0,0,1
PMC5336751,The data of the distance between the jugular notch and the symphysis pubis of the patients were measured and recorded.,0,0,0,1
PMC5336751,"During the measurement, an intentional brachial artery occlusion was executed (only 8–20 s) and the blood flow was stopped as a part of the process.",0,0,0,1
PMC5336751,"Ankle-brachial index (ABI) measurementsLower extremity blood pressure was measured with a digital device (Omron Healthcare Co., Ltd, Japan) and entered into the arteriography device interface.",0,0,0,1
PMC5336751,This automatically gave the ankle-brachial index by calculating the division of the lower extremity blood pressure with the upper.Statistical analysesThe SPSS 22.0 statistical package was used for statistical analysis.,0,0,1,0
PMC5336751,"Independent samples t-test, chi-square test, correlation tests, univariate analysis, and linear regression analysis tests were used.",0,0,0,0
PMC5336751,Quantitative variables were expressed as the mean±standard deviation.,0,0,0,0
PMC5336751,The Kolmogorov–Smirnov and Shapiro–Wilkins tests were used to determine the distribution characteristics of variables and Levene’s test was used to determine the equality of variance.,0,0,0,0
PMC5336751,Differences between the groups were studied for significance by the independent samples t-test as appropriate.,0,0,0,0
PMC5336751,Categorical variables were compared by chi-square test.,0,0,0,0
PMC5336751,Pearson and Spearman correlation analysis were used to evaluate the relationships between variables.,0,0,0,0
PMC5336751,Results of the analysis were expressed as a percent for the qualitative variables and as the mean±standard deviation for continuous variables.,0,0,0,0
PMC5336751,"The post hoc power of the study was calculated as 96.5%, when the mean of the stiffness measurements and patient numbers of the study groups were taken into account with an alpha error rate of 0.05.",0,0,0,0
PMC5336751,A two-sided p<0.05 was considered significant.,0,0,0,0
PMC4442134,"MethodsPatientsEligibility criteria included age 18–35 years, diabetes duration >2 years, and glycated hemoglobin (HbA1c) <8.0% (64 mmol/mol).",0,1,0,0
PMC4442134,"In addition, participation required absence of all diabetes-related complications including impaired awareness of hypoglycemia (assessed via the Clarke method17), no medication other than insulin, and participation in regular exercise (a minimum of 30 min aerobic exercise at least three times per week).",0,1,0,0
PMC4442134,"Ten males with type 1 diabetes were recruited ((mean±SEM) age 27±2 years, body mass index 25±0.8 kg/m2, diabetes duration 12±2 years, HbA1c 6.9±0.2% (52.4±2.2 mmol/mol), VO2peak 51.3±2.1 mL/kg/min), all of whom successfully completed the study.",0,0,0,0
PMC4442134,"All were using a basal-bolus regimen comprising glargine (n=8) or detemir (n=2) long-acting insulin, and rapid-acting insulin aspart.",0,0,0,0
PMC4442134,Participants had been stable on their respective insulin regimen for a minimum of 1 year.,0,0,0,0
PMC4442134,"Fifty percent of participants using insulin glargine administered this in the morning, and 50% in the evening.",0,0,0,1
PMC4442134,Both participants using insulin detemir administered this twice daily (morning and evening).,0,0,0,1
PMC4442134,"All were familiar with carbohydrate counting, administering 1.0±0.2 units (IU) of insulin aspart per 10 g of carbohydrate.",0,0,0,1
PMC4442134,Fully informed written consent was obtained from all participants following study approval by the local National Health Service Research Ethics Committee (13/NE/0016; NCT02204839).,0,0,0,0
PMC4442134,"Participants attended the Newcastle National Institute for Health Research Clinical Research Facility exercise laboratory for a preliminary screening visit as described previously in detail,8 before returning to establish peak cardiorespiratory parameters during the completion of an incremental-maximal treadmill running protocol as per the methods of Campbell et al.7
8 Following these two preliminary visits, participants performed two experimental trials in a randomized and counterbalanced fashion, which were separated by 7 days (see online supplementary 1 for a schematic of the experimental design).",0,0,0,1
PMC4442134,"Prelaboratory phaseContinuous glucose monitoringParticipants were fitted with a continuous glucose monitor (CGM; Paradigm Veo, Medtronic Diabetes, Northridge, California, USA) a minimum of 48 h before each experimental arm.",0,0,0,1
PMC4442134,"An Enlite sensor (Medtronic MiniMed, Northridge, California, USA) was inserted into the posterolateral abdominal region to minimize physiological time lags between blood and interstitial glucose,18 with the site of insertion replicated on each visit.",0,0,0,1
PMC4442134,"Although the Paradigm Veo provides real-time glucose profiles as part of an insulin pump facility, participants did not use CSII and continued their usual basal-bolus insulin regimen.",0,0,0,0
PMC4442134,"The CGM was installed with glucose alerts that were set at ≤3.5 and ≥16.0 mmol/L during the pretrial period, but the high glucose alert was discontinued after experimental trials.",0,0,0,0
PMC4442134,"During CGM wear, participants provided a minimum of four daily capillary blood glucose test readings (GlucoMen LX, Menarini, Diagnostics, Berkshire, UK) that were entered into the CGM for calibration purposes.",0,0,0,0
PMC4442134,"Capillary glucose values, not real-time CGM data, were used for self-informed rapid-acting insulin administration.",0,0,0,0
PMC4442134,"Diet and activity replicationParticipants were required to replicate their diet (assessed using weighed dietary recording sheets) and instructed to maintain their normal insulin regimen, with basal dose standardized (dose, injection site, and time of injection) for 24 h before each experimental trial day.",0,0,0,1
PMC4442134,The start of the experimental trial day was considered as the morning sample prior to evening attendance.,0,0,0,1
PMC4442134,"Throughout this time, participants were provided with a pedometer (Omron Healthcare Europe BV, Hoofdorp, the Netherlands) to record total step count.",0,0,0,1
PMC4442134,"Participants were instructed to maintain similar patterns of activity across trials avoiding strenuous activity in the preceding 48 h.Experimental trial dayThe intervention consisted of either maintaining regular basal insulin dose (100%; 34±4 IU), or reducing the total amount of basal insulin dose administered across this day to 80% (ie, a 20% reduction; 27±3 IU).",0,0,0,0
PMC4442134,Basal dose timings were maintained throughout as per each participant's individual regimen.,0,0,0,0
PMC4442134,"On the day after exercise, participants under the 80% condition returned to their usual full basal insulin dose.",0,0,0,0
PMC4442134,"Participants presented to the laboratory on the morning of each main trial at ∼08:00 h for a resting, fasted venous blood sample via venepuncture.",0,0,0,0
PMC4442134,This blood sample defined the start of each experimental arm.,0,0,0,0
PMC4442134,"Participants then consumed a standardized cereal-based breakfast meal (sugar-coated corn flakes, peaches, and semiskimmed milk; 534±27 kcal), before being discharged from the laboratory.",0,0,0,0
PMC4442134,"At ∼13:00 h participants consumed a standardized pasta-based lunch meal (pasta, tomato-based sauce, cheddar cheese, olive oil 951±40 kcal) which was prescribed to them by the research team, before returning for the evening visit at ∼17:00 h. Each meal equated to 1.3 g carbohydrate/kg body mass, so that when combined with meals provided in the laboratory, total carbohydrate intake across the day was calculated to constitute ∼5.0 g carbohydrate/kg body mass.19",1,0,0,0
PMC4442134,"The combined macronutrient content of all meals equated to carbohydrate=77%, fat=12%, and protein=11%.",0,0,0,0
PMC4442134,Patients administered their usual (full/unchanged) rapid-acting insulin dose with both pretrial meals.,0,0,0,0
PMC4442134,"Between morning and evening visits, CGM continued to capture interstitial glucose under free-living conditions.",0,0,0,0
PMC4442134,Participants arrived for the evening laboratory visit at ∼17:00 h.,0,0,0,0
PMC4442134,Individual trial start time was replicated across conditions.,0,0,0,0
PMC4442134,"On arrival at the laboratory, participants assumed a seated and rested position while a 20-gauge cannula (Vasofix, B. Braun, Melsungen AG, Melsungen, Germany) was inserted into the antecubital vein of their non-dominant arm.",0,0,0,1
PMC4442134,"Following a resting blood sample, participants self-administered a 25% (2.0±0.5 IU) dose (ie, a 75% reduction9) of rapid-acting insulin into the abdomen.",0,0,0,0
PMC4442134,"Injection site was standardized across trials by administration at mid-point between the iliac crest and naval.7
8
20
21 With this insulin dose, participants consumed a pre-exercise carbohydrate bolus (sugar-coated corn flakes, peaches, semiskimmed milk; 415±17 kcal) equating to 1.0 g carbohydrate/kg body mass.",0,0,0,0
PMC4442134,"Following this bolus, participants remained rested for 60 min, at which point a second blood sample was drawn immediately before starting 45 min of treadmill (Woodway, Weil am Rhein, Germany) running at a speed calculated to elicit 70% of VO2peak.",0,0,0,0
PMC4442134,"This exercise intensity falls within current recommendations of the American College of Sports Medicine.22 Breath-by-breath respiratory parameters (MetaLyzer 3B, Cortex, Leipzig, Germany) and heart rate (S810, Polar, Kempele, Finland) were continuously recorded during exercise.",0,0,0,0
PMC4442134,"Immediately following exercise, a blood sample was taken, with subsequent samples at 15, 30, and 60 min postexercise.",0,0,0,0
PMC4442134,"In between all blood draws, a stylet (Vasofix Stylet, B. Braun Melsungen AG, Melsungen, Germany) and periodic infusion of saline was used to keep the cannula patent.",0,0,0,0
PMC4442134,"At 60 min postexercise, participants self-administered a rapid-acting insulin dose reduced by 50% (4.0±0.3 IU) into the contralateral abdominal site to the previously administered pre-exercise rapid-acting insulin injection.8",0,0,0,0
PMC4442134,"With this, participants consumed a carbohydrate-based postexercise meal (basmati rice, tomato-based sauce, turkey breast, and an isomaltulose orange flavored drink (10% solution); 402±31 kcal) designed to elicit a low GI (GI=37) response, providing 1.0 g carbohydrate/kg body mass, as per Campbell et al.7 Following this meal, participants were discharged, receiving transport home.",0,0,0,0
PMC4442134,CGM continued to capture overnight interstitial glucose under free-living conditions between evening and morning visits.,0,0,0,0
PMC4442134,"At approximately 180 min following the postexercise meal (240 min postexercise), participants consumed a low GI (GI=38) bedtime snack (Soya and linseed burgen sliced bread, and an isomaltulose orange flavored drink (10% solution); 204±9 kcal), equating to ∼0.4 g carbohydrate/kg body mass, and omitting rapid-acting insulin.7",1,0,0,0
PMC4442134,Participants were contacted before the bedtime snack to ensure compliance.,0,0,0,0
PMC4442134,Participants were required to replicate sleeping patterns as much as possible across trials.,0,0,0,0
PMC4442134,"On the subsequent morning (∼08:00 h), following each main trial, participants returned to the laboratory for a fasting blood sample and were given a standardized breakfast meal (sugar-coated corn flakes, peaches, semiskimmed milk; 415±17 kcal) administering their usual (full/unchanged) rapid-acting insulin dose (8.0±1.0 IU).",1,0,0,0
PMC4442134,"Following consumption of this meal, participants were discharged from the laboratory with monitoring of interstitial glucose via CGM for a further 11 h (ie, 24 h from exercise cessation).",0,0,0,0
PMC4442134,"During this time, participants continued to self-record their diet using the weighed food diaries.",0,0,0,0
PMC4442134,Basal dose over the course of this day was maintained at 100% according to each participant's usual regimen.,0,0,0,0
PMC4442134,"Blood samplingAt each time point, 10 mL of venous whole blood was taken, with 20 µL used for the immediate quantification of blood glucose and lactate (Biosen C-Line, EKF Diagnostic GmbH, London, UK), and 10 µL for hemoglobin and hematocrit (HemoControl, EKF Diagnostic, GmbH) which was used to correct for changes in plasma volume23 before and during exercise.",0,0,0,0
PMC4442134,"The remaining sample was dispensed equally into serum separation and lithium-heparin (Vacuette, Greiner Bio-One GmbH, Kremsmünster, Austria) tubes before being centrifuged for 15 min at 3000 rpm at 4°C and stored at −80°C for retrospective analysis of serum insulin (Invitron Insulin Assay, Invitron, Monmouth, UK), cortisol (Cortisol Parameter Assay Kit, R&D systems, Roche Diagnostics, West Sussex, UK), non-esterified fatty acids (RANBUT, Randox Laboratories, London, UK), β-hydroxybutyrate (RANBUT, Randox Laboratories, London, UK), and plasma glucagon (Glucagon EIA, Sigma-Aldrich, St. Louis, Missouri, USA), epinephrine (CAT ELISA, Eagle Biosciences, London, UK), interleukin 6 (IL-6; Human IL-6 Quantikine ELISA, R&D Systems, Roche Diagnostics, West Sussex, UK), and tumor necrosis factor α (TNF-α; Human TNF-α Quantikine ELISA, R&D Systems, Roche Diagnostics, West Sussex, UK).",0,0,0,0
PMC4442134,The intra-assay coefficient of variation was <10% for all assays.,0,0,0,0
PMC4442134,"Owing to assay cross-reactivity with insulin detemir, only participants treated with insulin glargine were included in serum insulin analysis (n=8).",0,1,0,0
PMC4442134,"Data analysisHypoglycemia was defined as a blood or interstitial glucose concentrations of ≤3.9 mmol/L, and hyperglycemia was defined at ≥8.0 mmol/L.7
8 For interstitial glucose data, a hypoglycemic or hyperglycemic episode was defined as three consecutive readings (totaling 15 min) below each respective glucose threshold.",1,0,0,0
PMC4442134,"CGM data were downloaded after each experimental trial and retrospectively processed/analyzed using CareLink Pro software (Medtronic Diabetes, Northridge, California, USA).",0,0,0,1
PMC4442134,"Complete CGM data were obtained from all participants, with no missing data streams.",0,1,0,0
PMC4442134,The mean absolute difference between interstitial glucose and capillary blood glucose meter readings over both trials was 1.2±1.1 mmol/L.,0,0,0,0
PMC4442134,"Area under the curve was calculated using the methods described by Wolever and Jenkins.24Statistical analysis was performed using PASW Statistics V.18 software (IBM, Armonk, New York, USA) with significance set at p≤0.05.",0,0,1,0
PMC4442134,Interactions of time and condition were examined using repeated measures analysis of variance.,0,0,0,0
PMC4442134,"Where significant p values were identified for interaction effects (time×condition), basal insulin dose was deemed to have influenced the response, and simple main effects analyses were performed.",0,0,0,0
PMC4442134,Significant main effects of time were further investigated using Bonferroni adjusted pairwise comparisons.,0,0,0,0
PMC4442134,"Where relevant, paired samples t tests were conducted.",0,0,0,0
PMC4442134,Data are presented as mean±SEM.,0,0,0,0
PMC5741557,METHODSAnimalsThe Otsuka Long Evans Tokushima Fatty (OLETF) rat is a useful animal model for T2DM with obesity [16].,1,0,0,0
PMC5741557,"At 5 to 6 weeks, the OLETF rat develops obesity, while diabetic symptoms appear at about 24 weeks [17].",0,0,0,0
PMC5741557,"Male OLETF rats and age-matched male Long-Evans Tokushima Otsuka (LETO) rats were supplied by Tokushima Research Institute, Otsuka Pharmaceuticals (Tokushima, Japan).",0,0,0,0
PMC5741557,The rats were individually housed in a standard animal facility with access to standard food and water ad libitum and maintained on a 12-hour light-dark cycle (lights on at 7:00 AM) in a temperature- (22° to 25℃) and humidity- (50% to 60%) controlled colony room.,0,0,0,0
PMC5741557,"All procedures were in accordance with institutional guidelines for animal research at Inha University in Incheon, the Republic of Korea.",0,0,0,0
PMC5741557,"Experimental protocolAt 12 weeks of age, a total of 56 OLETF rats were randomly allocated into four groups: (1) OLETF rats with no treatment (OC, n=14), (2) OLETF rats with rosiglitazone treatment only (OR, n=14), (3) OLETF rats with exercise only (OEx, n=14), and (4) OLETF rats with combined treatment of rosiglitazone and exercise (OREx, n=14).",0,0,0,0
PMC5741557,"LETO rats were used as normal controls (LETO, n=14).",0,0,0,0
PMC5741557,Additional non-treated OLETF rats (n=7) and LETO rats (n=7) were sacrificed at baseline (12 weeks old) for pathologic examination.,0,0,0,0
PMC5741557,"Rosiglitazone maleate (3 mg/kg/day, Avandia; GSK Inc., Philadelphia, PA, USA) was orally administered to OR and OREx once a day, 6 days/week from week 12 as previously described [18] for 12 or 28 weeks.",0,0,0,0
PMC5741557,"The OEx and OREx groups were submitted to a 30 minutes exercise at 15 m/min speed (low-intensity) on a forced exercise wheel system (rat activity cage; JD-A-06; Jungdo B&P, Seoul, Korea) 5 days a week for 12 or 28 weeks.",0,0,0,0
PMC5741557,"After 12 weeks (24 weeks old) and 28 weeks (40 weeks old) of treatment, intraperitoneal glucose tolerance test (IPGTT) was performed for the evaluation of glucose tolerance, and the animals were sacrificed for evaluation of the pancreatic islet cells and molecular analysis.",0,0,0,1
PMC5741557,"Analysis of blood samplesBlood samples were drawn after an overnight fast, and the serum samples were kept at −80℃ for subsequent assays.",0,0,0,0
PMC5741557,"Insulin and leptin levels were determined with enzyme-linked immunosorbent assay (ELISA) kits (Linco Research Inc., St. Charles, MA, USA).",0,0,0,1
PMC5741557,"Adiponectin levels were determined with an ELISA kit (ALPCO Diagnostics, Windham, NH, USA).",0,0,0,1
PMC5741557,"Glucose, total cholesterol, high density lipoprotein cholesterol, low density lipoprotein cholesterol, triglycerides, and free fatty acids were assessed with an automated chemistry analyzer (ADVIA 1650; Bayer, Tokyo, Japan).",0,0,0,1
PMC5741557,"A surrogate index of insulin sensitivity was calculated from fasting blood glucose and plasma insulin concentrations as follows: homeostasis model assessment of insulin resistance (HOMA-IR)=(G0×I0)/22.5, with glucose expressed as mmol/L and insulin expressed as µU/mL [19].",0,0,1,0
PMC5741557,Glucose tolerance testThe IPGTT was performed as described previously [17].,0,0,0,1
PMC5741557,"Blood glucose level was analyzed using a glucometer (One Touch Instrument; Roche, Basel, Swiss).",0,0,0,1
PMC5741557,"Area under the curve (AUC) for glucose was calculated according to the trapezoidal rule from the glucose measurements at baseline, 30, 60, 90, 120, and 180 minutes.",0,0,1,0
PMC5741557,Dual energy X-ray absorptiometryBody composition was measured at 30 weeks of age by dual-energy X-ray absorptiometry (DEXA).,0,0,0,0
PMC5741557,"Before undergoing a whole-body scan, the rats were anaesthetized with Ketamine mixtures (Ketamine 35 mg/kg+Xylazine 3 mg/kg+Acetylpro-mazine 0.75 mg/kg), and then total body mass, bone mineral content, lean body mass, and fat mass were measured in vivo with a QDR 4500A DEXA using small animal analysis software (DEXA; Hologic Inc., Waltham, MA, USA).",0,0,0,1
PMC5741557,The β-cell and islet morphologyImmunocytochemistry was performed as described previously [20].,0,0,0,1
PMC5741557,"For insulin staining, tissue sections were incubated with anti-insulin antibody (1:1,000;",0,0,0,0
PMC5741557,"Biogenex, San Ramon, CA, USA) for 24 hours at 4℃.",0,0,0,0
PMC5741557,In situ hybridization for insulin was carried out on tissue sections.,0,0,0,0
PMC5741557,"After treating with proteinase K, the sections were incubated with alkaline phosphatase-conjugated anti-digoxigenin antibody.",0,0,0,0
PMC5741557,Hybridization signals were revealed by nitroblue tetrazolium and 5-bromo-4-chloro-3-indolyl phosphate toluidinium.,0,0,0,0
PMC5741557,"For the double immunostaining, tissue sections were treated with mouse anti-rat insulin antibody (1:1,000;",0,0,0,0
PMC5741557,"Biogenex) and rabbit anti-rat glucose transporter 2 (GLUT-2) antibody (1:1,000;",0,0,0,0
PMC5741557,"Alpha Diagnostic International, San Antonio, TX, USA).",0,0,0,0
PMC5741557,"After applying the secondary antibody, fluorescein isothiocyanate (FITC) conjugated anti-mouse and rhodamine conjugated anti-rabbit antibody (Jackson Immuno-Research Lab. Inc., West Grove, PA, USA) were added.",0,0,0,0
PMC5741557,"The tissue sections were observed using a Radiance 2100 confocal microscope (Bio-Rad and Nikon, Tokyo, Japan).",0,0,0,0
PMC5741557,"For morphometric analysis, insulin-positive cells were counted in the entire area of the tissue sections, and β-cell number per unit area (1 µm2) was calculated as reported previously [21].",0,0,0,0
PMC5741557,"To assess islet preservation, the islet destruction ratio (%) was calculated as (the number of destructed islets)/(the total islet number evaluated)×100 (%).",0,0,0,0
PMC5741557,"For each pancreas, two slides were reviewed at 10× magnification and 20 photos without overlap were randomly taken to count the number of islets.",0,0,0,0
PMC5741557,The corresponding islets were examined at 40× magnification to evaluate whether there were signs of destruction.,0,0,0,0
PMC5741557,Destructed islets were defined as having lymphocyte infiltration and a distorted outline disabling clear demarcation of the islet area.,1,0,0,0
PMC5741557,The mean of the islet destruction ratios of the two slides was calculated.,0,0,1,0
PMC5741557,"Image files were analyzed using Quantity One (Bio-Rad, Hercules, CA, USA).Statistical analysisNonparametric tests were performed to compare the metabolic parameters, body weight, and body composition of the LETO, OC, OR, OEx, and OREx groups at each age point, due to the relatively small sample size of each group.",0,0,0,1
PMC5741557,The Mann-Whitney U test was used to compare the glucose tolerance levels and AUCs between LETO and OC groups at the 12-week age point.,0,0,0,0
PMC5741557,"We compared body weight, body composition, glucose metabolic parameters, and AUCs among LETO, OC, OR, OEx, and OREx groups at 24 and 40 weeks using the Kruskal-Wallis test and Tukey method, using ranks for multiple comparisons.",0,0,0,0
PMC5741557,Bonferroni adjustments for multiple tests were additionally carried out to compare body and epididymal fat weight variables.,0,0,0,0
PMC5741557,"SPSS version 14.0 (SPSS Inc., Chicago, IL, USA) was used for statistical analysis.",0,0,0,0
PMC5741557,A level of 5% was used for statistical significance.,0,0,0,0
PMC3283829,"METHODSSubjectsFrom October 2008 to July 2009, we retrospectively investigated 35 patients who, based on their medical records, had been diagnosed with diabetic peripheral neuropathy.",0,1,0,0
PMC3283829,All patients had received autonomic and vestibular function tests in Gyeongsang National University Hospital.,0,0,0,0
PMC3283829,"We also investigated age, sex, height, weight, body mass index (BMI), cigarette smoking, alcohol consumption, diabetes type, duration of diabetes, presence of microvascular complications and hypertension in all subjects.",0,0,0,0
PMC3283829,"We excluded patients with diseases that could possibly cause peripheral neuropathy as well as disorders influencing autonomic function such as: 1) severe neuropathy involved with paresis, muscle atrophy, or vibratory/heat sensory dysfunction on at least five areas including bilateral first toes, first metatarsal bones, or dorsa of the feet; 2) peripheral arterial obstructive disease; 3) alcoholic neuropathy or chronic alcohol abuse; 4) drug history potentially related to neuropathy (cisplatin, taxol) or exerting substantial influence on the result of the survey (antidepressants, anticonvulsants, opiates, neuroleptics); 5) neuropathy due to a malignant tumor, Parkinson's disease, epilepsy, multiple sclerosis, spinal stenosis, vitamin B12 deficiency, or leprosy; 6) panhypopituitarism or hypothyroidism; 7) pheochromocytoma; 8) congestive heart failure or amyloidosis; or 9) other severe diseases (cancer, liver cirrhosis, chronic hepatitis, GOT/GPT ≥80 IU/L, serum creatinine ≥3.0 mg/dL, hemodialysis).Diagnosis of diabetic peripheral neuropathWe included patients with abnormal results on a total symptom score questionnaire and neurologic tests (128",0,1,0,0
PMC3283829,"Hz vibration sense test, pin prick test, 10 g monofilament test) [12].",0,1,0,0
PMC3283829,"The following were defined as abnormal:
≥2 points in total symptom score based on questions targeting
pain, burning sensation, dysesthesia, and anesthesia.",1,0,0,0
PMC3283829,"≥10-second discrepancy between subject and tester in a
128-Hz vibration test≤7 incidences of pain perception during a pin-prick test
on the foot≤7 correct responses during a 10 g monofilament test
Diagnosis of diabetic autonomic neuropathyDiabetic autonomic neuropathy was evaluated using tilt and Valsalva tests as well as by monitoring heart rate response to deep breathing (HRDB) using a finometer model-1 (Finapres Medical Systems BV Co., Ltd., Amsterdam, The Netherlands).",1,0,0,0
PMC3283829,"A quantitative sudomotor axon reflex test (QSART) was conducted using QSWEAT (WR Medical Electronics Co., Stillwater, OK, USA).",0,0,0,1
PMC3283829,"The severity of autonomic neuropathy was assessed using a composite autonomic scoring scale (CASS) from 0 to 10, calculated as the cumulative score of sudomotor (0 to 3), cardiovagal (0 to 3) and adrenergic subscores (0 to 4).",1,0,0,1
PMC3283829,"In determining the severity of autonomic neuropathy, scores of 0 to 3, 4 to 6, and 7 to 10 were defined to be mild, moderate and severe, respectively [13].",1,0,0,0
PMC3283829,A CASS score ≥1 confirmed the presence of DAN.The quantitative sudomotor axon reflex test assesses only postganglionic sudomotor function.,1,0,0,0
PMC3283829,"This is a more sensitive test than a sympathetic skin response (SSR), which is associated with polysynaptic reactions.",0,0,0,0
PMC3283829,Evaluation of vestibular functionPatients were given a questionnaire which elicited vertigo symptoms in the outpatient otolaryngology department.,0,0,0,0
PMC3283829,"Patients then underwent examinations including the spontaneous nystagmus test, gaze nystagmus test, positional nystagmus test, head shaking test, Dix-Hallpike test, and the Roll test.",0,0,0,1
PMC3283829,A videonystagmography with caloric test was performed to reflect lateral semicircular canal and superior vestibular nerve functions.,0,0,0,1
PMC3283829,Statistical analysisData are presented as the mean±standard deviation (SD) or median (25th to 75th percentile).,0,0,0,0
PMC3283829,A chi-square with Fisher's exact test or Mann-Whitney U test was used to detect differences between the groups.,0,0,0,0
PMC3283829,Spearman's correlation analysis was used to assess correlations.,0,0,0,0
PMC3283829,"Statistical analysis was performed using PASW version 18.0 software (SPSS Inc., Chicago, IL, USA).",0,0,0,0
PMC3283829,"For all statistical analyses, a P value of less than 0.05 (two-sided) was considered statistically significant.",0,0,0,0
PMC6947713,2METHODS2.1Study subjects and designThe study population (N = 1014) of type 2 diabetes subjects was derived from the Cycloset Safety Trial (CST).,0,0,0,0
PMC6947713,"The study protocol and design for the CST have been previously described in detail.98, 102 Briefly, the CST was a multicenter, placebo‐controlled, double‐blind, parallel‐group safety and efficacy study in outpatient type 2 diabetes subjects recruited from general practice and diabetes clinics across 74 clinical centres in the United States and Puerto Rico.",0,0,0,0
PMC6947713,"Subjects were between the ages of 30 and 80 years and had a body mass index <43 kg/m2, with established type 2 diabetes by ADA 2003 criteria and HbA1c ≤10.0%.",0,1,0,0
